CID;LAC;BCH;Localization;GPS
10127;8050;777;Brno - Kohoutovice, Axmanova 531/13, panelák, ex 1020x (+GSM);49°11'23.10"N,16°32'13.38"E
10128;8050;792;Brno - Kohoutovice, Axmanova 531/13, panelák, ex 1020x (+GSM);49°11'23.10"N,16°32'13.38"E
10129;8050;818;Brno - Kohoutovice, Axmanova 531/13, panelák, ex 1020x (+GSM);49°11'23.10"N,16°32'13.38"E
10134;8050;4;Brno - Kohoutovice, Axmanova 531/13, panelák, ex 1020x (+DCS);49°11'23.10"N,16°32'13.38"E
10135;8050;12;Brno - Kohoutovice, Axmanova 531/13, panelák, ex 1020x (+DCS);49°11'23.10"N,16°32'13.38"E
10136;8050;2;Brno - Kohoutovice, Axmanova 531/13, panelák, ex 1020x (+DCS);49°11'23.10"N,16°32'13.38"E
10137;8040;797;Brno - Štýøice, Bakalovo nábø. 1-2, bytový dùm, ex 1201x (+GSM);49°11'02.71"N,16°36'02.67"E
10138;8040;820;Brno - Štýøice, Bakalovo nábø. 1-2, bytový dùm, ex 1201x (+GSM);49°11'02.71"N,16°36'02.67"E
10139;8040;776;Brno - Štýøice, Bakalovo nábø. 1-2, bytový dùm, ex 1201x (+GSM);49°11'02.71"N,16°36'02.67"E
10147;8040;13;Brno - Štýøice, Bakalovo nábø. 1-2, bytový dùm, ex 1201x (+DCS);49°11'02.71"N,16°36'02.67"E
10148;8040;16;Brno - Štýøice, Bakalovo nábø. 1-2, bytový dùm, ex 1201x (+DCS);49°11'02.71"N,16°36'02.67"E
10149;8040;7;Brno - Štýøice, Bakalovo nábø. 1-2, bytový dùm, ex 1201x (+DCS);49°11'02.71"N,16°36'02.67"E
10154;8050;819;Brno - Øeèkovice, Banskobystrická 2072/180, ex 1265x;49°14'21.37"N,16°35'00.86"E
10155;8050;797;Brno - Øeèkovice, Banskobystrická 2072/180, ex 1265x;49°14'21.37"N,16°35'00.86"E
10156;8050;791;Brno - Øeèkovice, Banskobystrická 2072/180, ex 1265x;49°14'21.37"N,16°35'00.86"E
10157;8040;783;Brno - Stránice, Barvièova 67/92, ex 1008x (+GSM);49°12'01.39"N,16°34'38.03"E
10158;8040;821;Brno - Stránice, Barvièova 67/92, ex 1008x (+GSM);49°12'01.39"N,16°34'38.03"E
10159;8040;781;Brno - Stránice, Barvièova 67/92, ex 1008x (+GSM);49°12'01.39"N,16°34'38.03"E
10164;8040;11;Brno - Stránice, Barvièova 67/92, ex 1008x (+DCS);49°12'01.39"N,16°34'38.03"E
10165;8040;5;Brno - Stránice, Barvièova 67/92, ex 1008x (+DCS);49°12'01.39"N,16°34'38.03"E
10166;8040;14;Brno - Stránice, Barvièova 67/92, ex 1008x (+DCS);49°12'01.39"N,16°34'38.03"E
10167;8040;812;Brno - Pisárky, Bauerova 491/10, budova u brány 9 BVV, ex 1289x (+O2);49°11'24.73"N,16°34'12.98"E
10168;8040;796;Brno - Pisárky, Bauerova 491/10, budova u brány 9 BVV, ex 1289x (+O2);49°11'24.73"N,16°34'12.98"E
10169;8040;827;Brno - Pisárky, Bauerova 491/10, budova u brány 9 BVV, ex 1289x (+O2);49°11'24.73"N,16°34'12.98"E
10177;8050;814;Brno - Bohunice, Bìloruská 519/18, panelák, ex 1261x;49°10'05.28"N,16°34'55.85"E
10178;8050;790;Brno - Bohunice, Bìloruská 519/18, panelák, ex 1261x;49°10'05.28"N,16°34'55.85"E
10179;8050;785;Brno - Bohunice, Bìloruská 519/18, panelák, ex 1261x;49°10'05.28"N,16°34'55.85"E
10184;8030;784;Brno - Vinohrady, Blatnická 4210/12, panelák, ex 1292x;49°12'33.76"N,16°39'39.37"E
10185;8030;823;Brno - Vinohrady, Blatnická 4210/12, panelák, ex 1292x;49°12'33.76"N,16°39'39.37"E
10186;8030;778;Brno - Vinohrady, Blatnická 4210/12, panelák, ex 1292x;49°12'33.76"N,16°39'39.37"E
10187;8040;780;Brno - Èernovice, Blatouchová 1103/7, panelák, ex 1276x;49°11'06.26"N,16°37'51.55"E
10188;8040;786;Brno - Èernovice, Blatouchová 1103/7, panelák, ex 1276x;49°11'06.26"N,16°37'51.55"E
10189;8040;817;Brno - Èernovice, Blatouchová 1103/7, panelák, ex 1276x;49°11'06.26"N,16°37'51.55"E
10194;8050;794;Brno - Horní Heršpice, Bohunická 620/26, budova v ar. pekáren DELTA, ex 1226x;49°09'48.49"N,16°36'03.36"E
10195;8050;784;Brno - Horní Heršpice, Bohunická 620/26, budova v ar. pekáren DELTA, ex 1226x;49°09'48.49"N,16°36'03.36"E
10196;8050;792;Brno - Horní Heršpice, Bohunická 620/26, budova v ar. pekáren DELTA, ex 1226x;49°09'48.49"N,16°36'03.36"E
10197;8050;784;Brno - Bosonohy, Bosonožské nám. 100/44, ZŠ, ex 3378x;49°10'33.46"N,16°31'47.44"E
10198;8050;790;Brno - Bosonohy, Bosonožské nám. 100/44, ZŠ, ex 3378x;49°10'33.46"N,16°31'47.44"E
10199;8050;828;Brno - Bosonohy, Bosonožské nám. 100/44, ZŠ, ex 3378x;49°10'33.46"N,16°31'47.44"E
10204;8030;828;Brno - Královo Pole, Palackého tø. 2659/166, ex 1260x;49°13'57.77"N,16°35'23.94"E
10205;8030;817;Brno - Královo Pole, Palackého tø. 2659/166, ex 1260x;49°13'57.77"N,16°35'23.94"E
10206;8030;813;Brno - Královo Pole, Palackého tø. 2659/166, ex 1260x;49°13'57.77"N,16°35'23.94"E
10207;8030;1;Brno - Královo Pole, Palackého tø. 2659/166, ex 1260x;49°13'57.77"N,16°35'23.94"E
10208;8030;4;Brno - Královo Pole, Palackého tø. 2659/166, ex 1260x;49°13'57.77"N,16°35'23.94"E
10209;8030;18;Brno - Královo Pole, Palackého tø. 2659/166, ex 1260x;49°13'57.77"N,16°35'23.94"E
10214;8030;831;Brno - Lesná, Brožíkova 40/2, panelák, ex 1278x;49°13'35.70"N,16°37'20.20"E
10215;8030;824;Brno - Lesná, Brožíkova 40/2, panelák, ex 1278x;49°13'35.70"N,16°37'20.20"E
10216;8030;822;Brno - Lesná, Brožíkova 40/2, panelák, ex 1278x;49°13'35.70"N,16°37'20.20"E
10217;8030;823;Brno - Lesná, Brechtova 22/1, panelák, ex 1332x;49°13'57.61"N,16°37'45.74"E
10218;8030;779;Brno - Lesná, Brechtova 22/1, panelák, ex 1332x;49°13'57.61"N,16°37'45.74"E
10219;8030;777;Brno - Lesná, Brechtova 22/1, panelák, ex 1332x;49°13'57.61"N,16°37'45.74"E
10224;8030;777;Brno - Žabovøesky, Králova 643/45, Kaunicovy koleje, maskováno, ex 1365x;49°12'29.38"N,16°34'56.76"E
10225;8030;823;Brno - Žabovøesky, Králova 643/45, Kaunicovy koleje, maskováno, ex 1365x;49°12'29.38"N,16°34'56.76"E
10226;8030;813;Brno - Žabovøesky, Králova 643/45, Kaunicovy koleje, maskováno, ex 1365x;49°12'29.38"N,16°34'56.76"E
10227;8050;783;Brno - Starý Lískovec, Bosonožská 323/15, panelák, ex 1347x;49°09'58.69"N,16°33'10.82"E
10228;8050;781;Brno - Starý Lískovec, Bosonožská 323/15, panelák, ex 1347x;49°09'58.69"N,16°33'10.82"E
10229;8050;819;Brno - Starý Lískovec, Bosonožská 323/15, panelák, ex 1347x;49°09'58.69"N,16°33'10.82"E
10234;8040;1;Brno - Pisárky, Køížkovského, BVV - pavilon E, ex 1202x (+TMO);49°11'09.37"N,16°34'46.97"E
10235;8040;3;Brno - Pisárky, Køížkovského, BVV - pavilon E, ex 1202x (+TMO);49°11'09.37"N,16°34'46.97"E
10236;8040;10;Brno - Pisárky, Køížkovského, BVV - pavilon E, ex 1202x (+TMO);49°11'09.37"N,16°34'46.97"E
10237;8040;827;Brno - Pisárky, Køížkovského, BVV - pavilon E, ex 1202x (+TMO);49°11'09.37"N,16°34'46.97"E
10238;8040;813;Brno - Pisárky, Køížkovského, BVV - pavilon E, ex 1202x (+TMO);49°11'09.37"N,16°34'46.97"E
10239;8040;791;Brno - Pisárky, Køížkovského, BVV - pavilon E, ex 1202x (+TMO);49°11'09.37"N,16°34'46.97"E
10247;8030;829;Brno - Husovice, Cacovická 1228/4, ZŠ, ex 3383x;49°12'52.95"N,16°38'15.77"E
10248;8030;822;Brno - Husovice, Cacovická 1228/4, ZŠ, ex 3383x;49°12'52.95"N,16°38'15.77"E
10249;8030;794;Brno - Husovice, Cacovická 1228/4, ZŠ, ex 3383x;49°12'52.95"N,16°38'15.77"E
10254;8050;790;Brno - Èernovice, Prùmyslová x Švédské valy, pøíhradový st., ex 3408x (+O2);49°10'19.67"N,16°39'53.32"E
10255;8050;783;Brno - Èernovice, Prùmyslová x Švédské valy, pøíhradový st., ex 3408x (+O2);49°10'19.67"N,16°39'53.32"E
10256;8050;786;Brno - Èernovice, Prùmyslová x Švédské valy, pøíhradový st., ex 3408x (+O2);49°10'19.67"N,16°39'53.32"E
10257;8050;13;Brno - Èernovice, Prùmyslová x Švédské valy, pøíhradový st., ex 3408x (+O2);49°10'19.67"N,16°39'53.32"E
10258;8050;20;Brno - Èernovice, Prùmyslová x Švédské valy, pøíhradový st., ex 3408x (+O2);49°10'19.67"N,16°39'53.32"E
10259;8050;18;Brno - Èernovice, Prùmyslová x Švédské valy, pøíhradový st., ex 3408x (+O2);49°10'19.67"N,16°39'53.32"E
10267;8040;776;Brno - Trnitá, Èechyòská 419/14a, administrativní budova, ex 1356x;49°11'18.66"N,16°37'11.47"E
10268;8040;793;Brno - Trnitá, Èechyòská 419/14a, administrativní budova, ex 1356x;49°11'18.66"N,16°37'11.47"E
10269;8040;826;Brno - Trnitá, Èechyòská 419/14a, administrativní budova, ex 1356x;49°11'18.66"N,16°37'11.47"E
10277;8030;793;Brno - Ponava, Cimburkova 540/4, OC Královo Pole, indoor, ex 1378x (+TMO);49°13'00.84"N,16°36'30.29"E
10284;8050;817;Brno - Líšeò, Holzova, pøíhr. stožár v poli, ex 1233x;49°11'34.54"N,16°42'08.46"E
10285;8050;792;Brno - Líšeò, Holzova, pøíhr. stožár v poli, ex 1233x;49°11'34.54"N,16°42'08.46"E
10286;8050;794;Brno - Líšeò, Holzova, pøíhr. stožár v poli, ex 1233x;49°11'34.54"N,16°42'08.46"E
10287;8050;8;Brno - Líšeò, Holzova, pøíhr. stožár v poli, ex 1233x;49°11'34.54"N,16°42'08.46"E
10288;8050;15;Brno - Líšeò, Holzova, pøíhr. stožár v poli, ex 1233x;49°11'34.54"N,16°42'08.46"E
10289;8050;4;Brno - Líšeò, Holzova, pøíhr. stožár v poli, ex 1233x;49°11'34.54"N,16°42'08.46"E
10294;8040;777;Brno - centrum, Dornych 404/4, Tesco, ex 1167x (+O2);49°11'21.30"N,16°36'47.05"E
10295;8040;789;Brno - centrum, Dornych 404/4, Tesco, ex 1167x (+O2);49°11'21.30"N,16°36'47.05"E
10296;8040;823;Brno - centrum, Dornych 404/4, Tesco, ex 1167x (+O2);49°11'21.30"N,16°36'47.05"E
10297;8040;6;Brno - centrum, Dornych 404/4, Tesco, indoor, ex 1167x (+TMO);49°11'21.30"N,16°36'47.05"E
10307;8030;829;Brno - Èerná Pole, Drobného 325/74, bytový dùm, ex 1371x (+GSM);49°12'37.45"N,16°36'41.07"E
10308;8030;795;Brno - Èerná Pole, Drobného 325/74, bytový dùm, ex 1371x (+GSM);49°12'37.45"N,16°36'41.07"E
10309;8030;791;Brno - Èerná Pole, Drobného 325/74, bytový dùm, ex 1371x (+GSM);49°12'37.45"N,16°36'41.07"E
10314;8030;7;Brno - Èerná Pole, Drobného 325/74, bytový dùm, ex 1371x (+DCS);49°12'37.45"N,16°36'41.07"E
10315;8030;16;Brno - Èerná Pole, Drobného 325/74, bytový dùm, ex 1371x (+DCS);49°12'37.45"N,16°36'41.07"E
10316;8030;9;Brno - Èerná Pole, Drobného 325/74, bytový dùm, ex 1371x (+DCS);49°12'37.45"N,16°36'41.07"E
10317;8040;793;Brno - Èerná Pole, Drobného 291/10 x Antonína Slavíka, bytový dùm, ex 1397x;49°12'17.36"N,16°36'49.17"E
10318;8040;825;Brno - Èerná Pole, Drobného 291/10 x Antonína Slavíka, bytový dùm, ex 1397x;49°12'17.36"N,16°36'49.17"E
10319;8040;817;Brno - Èerná Pole, Drobného 291/10 x Antonína Slavíka, bytový dùm, ex 1397x;49°12'17.36"N,16°36'49.17"E
10324;8030;795;Brno - Jundrov, Dubová 644/19, panelák, ex 3234x;49°12'47.74"N,16°33'00.96"E
10325;8030;819;Brno - Jundrov, Dubová 644/19, panelák, ex 3234x;49°12'47.74"N,16°33'00.96"E
10326;8030;815;Brno - Jundrov, Dubová 644/19, panelák, ex 3234x;49°12'47.74"N,16°33'00.96"E
10327;8030;825;Brno - Husovice, Dukelská tøída 1177/59b, bytový dùm, ex 1245x (+GSM);49°12'40.28"N,16°38'03.10"E
10328;8030;778;Brno - Husovice, Dukelská tøída 1177/59b, bytový dùm, ex 1245x (+GSM);49°12'40.28"N,16°38'03.10"E
10329;8030;792;Brno - Husovice, Dukelská tøída 1177/59b, bytový dùm, ex 1245x (+GSM);49°12'40.28"N,16°38'03.10"E
10334;8030;19;Brno - Husovice, Dukelská tøída 1177/59b, bytový dùm, ex 1245x (+DCS);49°12'40.28"N,16°38'03.10"E
10335;8030;13;Brno - Husovice, Dukelská tøída 1177/59b, bytový dùm, ex 1245x (+DCS);49°12'40.28"N,16°38'03.10"E
10336;8030;10;Brno - Husovice, Dukelská tøída 1177/59b, bytový dùm, ex 1245x (+DCS);49°12'40.28"N,16°38'03.10"E
10337;8030;813;Brno - Líšeò, J. Faimonové 2223/6, panelák, ex 1241x;49°12'03.78"N,16°40'47.45"E
10338;8030;19;Brno - Líšeò, J. Faimonové 2223/6, panelák, ex 1241x;49°12'03.78"N,16°40'47.45"E
10339;8030;821;Brno - Líšeò, J. Faimonové 2223/6, panelák, ex 1241x;49°12'03.78"N,16°40'47.45"E
10344;8050;790;Brno - Bystrc, Fleischnerova 928/3, panelák, ex 1052x;49°13'05.27"N,16°30'41.92"E
10345;8050;783;Brno - Bystrc, Fleischnerova 928/3, panelák, ex 1052x;49°13'05.27"N,16°30'41.92"E
10346;8050;795;Brno - Bystrc, Fleischnerova 928/3, panelák, ex 1052x;49°13'05.27"N,16°30'41.92"E
10347;8030;782;Brno - Žabovøesky, Foerstrova 2194/2a, panelák, ex 1007x (+GSM);49°12'59.56"N,16°34'42.55"E
10348;8030;820;Brno - Žabovøesky, Foerstrova 2194/2a, panelák, ex 1007x (+GSM);49°12'59.56"N,16°34'42.55"E
10349;8030;817;Brno - Žabovøesky, Foerstrova 2194/2a, panelák, ex 1007x (+GSM);49°12'59.56"N,16°34'42.55"E
10354;8030;9;Brno - Žabovøesky, Foerstrova 2194/2a, panelák, ex 1007x (+DCS);49°12'59.56"N,16°34'42.55"E
10355;8030;20;Brno - Žabovøesky, Foerstrova 2194/2a, panelák, ex 1007x (+DCS);49°12'59.56"N,16°34'42.55"E
10356;8030;18;Brno - Žabovøesky, Foerstrova 2194/2a, panelák, ex 1007x (+DCS);49°12'59.56"N,16°34'42.55"E
10357;8030;791;Brno - Obøany, Fryèajova 535/153, panelák, ex 1337x;49°14'13.17"N,16°38'39.49"E
10358;8030;794;Brno - Obøany, Fryèajova 535/153, panelák, ex 1337x;49°14'13.17"N,16°38'39.49"E
10364;8050;789;Brno - Ivanovice, hypermarket GLOBUS+BAUMARKT, na rohu budovy, ex 1243x (+O2);49°15'41.88"N,16°34'43.30"E
10367;8050;3;Brno - Ivanovice, hypermarket GLOBUS+BAUMARKT, indoor v BAUMARKTu, ex 1243x (+TMO,+O2);49°15'41.88"N,16°34'43.30"E
10368;8050;1;Brno - Ivanovice, hypermarket GLOBUS+BAUMARKT, indoor v GLOBUSu, ex 1243x (+TMO,+O2);49°15'41.88"N,16°34'43.30"E
10374;8050;783;Brno - Èernovice, Hájecká 1068/14, admin. Budova, ex 1013x (+O2);49°10'20.74"N,16°38'23.37"E
10375;8050;815;Brno - Èernovice, Hájecká 1068/14, admin. Budova, ex 1013x (+O2);49°10'20.74"N,16°38'23.37"E
10376;8050;778;Brno - Èernovice, Hájecká 1068/14, admin. Budova, ex 1013x (+O2);49°10'20.74"N,16°38'23.37"E
10377;8050;1;Brno - Èernovice, Hájecká 1068/14, admin. Budova, ex 1013x (+O2);49°10'20.74"N,16°38'23.37"E
10378;8050;3;Brno - Èernovice, Hájecká 1068/14, admin. Budova, ex 1013x (+O2);49°10'20.74"N,16°38'23.37"E
10379;8050;15;Brno - Èernovice, Hájecká 1068/14, admin. Budova, ex 1013x (+O2);49°10'20.74"N,16°38'23.37"E
10384;8040;827;Brno - Èerná Pole, Helfertova 518/21, bytový dùm, ex 1227x;49°12'21.83"N,16°37'10.07"E
10385;8040;787;Brno - Èerná Pole, Helfertova 518/21, bytový dùm, ex 1227x;49°12'21.83"N,16°37'10.07"E
10386;8040;778;Brno - Èerná Pole, Helfertova 518/21, bytový dùm, ex 1227x;49°12'21.83"N,16°37'10.07"E
10387;8050;821;Brno - Øeèkovice, Horácké nám. 1464/2, panelák, ex 1168x;49°14'51.12"N,16°35'00.28"E
10388;8050;814;Brno - Øeèkovice, Horácké nám. 1464/2, panelák, ex 1168x;49°14'51.12"N,16°35'00.28"E
10389;8050;816;Brno - Øeèkovice, Horácké nám. 1464/2, panelák, ex 1168x;49°14'51.12"N,16°35'00.28"E
10394;8050;790;Brno - Komárov, Hnìvkovského 30/65, budova VÚSH, ex 1244x (+O2);49°10'08.11"N,16°37'37.93"E
10395;8050;817;Brno - Komárov, Hnìvkovského 30/65, budova VÚSH, ex 1244x (+O2);49°10'08.11"N,16°37'37.93"E
10396;8050;813;Brno - Komárov, Hnìvkovského 30/65, budova VÚSH, ex 1244x (+O2);49°10'08.11"N,16°37'37.93"E
10397;8050;4;Brno - Komárov, Hnìvkovského 30/65, budova VÚSH, ex 1244x (+O2);49°10'08.11"N,16°37'37.93"E
10398;8050;11;Brno - Komárov, Hnìvkovského 30/65, budova VÚSH, ex 1244x (+O2);49°10'08.11"N,16°37'37.93"E
10399;8050;1;Brno - Komárov, Hnìvkovského 30/65, budova VÚSH, ex 1244x (+O2);49°10'08.11"N,16°37'37.93"E
10404;8040;779;Brno, Husova 537/10, SŠ umìleckých øemesel, ex 1249x;49°11'36.26"N,16°36'17.84"E
10405;8040;818;Brno, Husova 537/10, SŠ umìleckých øemesel, ex 1249x;49°11'36.26"N,16°36'17.84"E
10406;8040;792;Brno, Husova 537/10, SŠ umìleckých øemesel, ex 1249x;49°11'36.26"N,16°36'17.84"E
10407;8040;1;Brno, Husova 537/10, SŠ umìleckých øemesel, ex 1249x;49°11'36.26"N,16°36'17.84"E
10408;8040;5;Brno, Husova 537/10, SŠ umìleckých øemesel, ex 1249x;49°11'36.26"N,16°36'17.84"E
10409;8040;17;Brno, Husova 537/10, SŠ umìleckých øemesel, ex 1249x;49°11'36.26"N,16°36'17.84"E
10414;8040;812;Brno - Staré Brno, Hybešova 263/23, bytový dùm, ex 1219x;49°11'20.70"N,16°36'15.97"E
10415;8040;787;Brno - Staré Brno, Hybešova 263/23, bytový dùm, ex 1219x;49°11'20.70"N,16°36'15.97"E
10416;8040;814;Brno - Staré Brno, Hybešova 263/23, bytový dùm, ex 1219x;49°11'20.70"N,16°36'15.97"E
10417;8040;3;Brno - Staré Brno, Hybešova 263/23, bytový dùm, ex 1219x;49°11'20.70"N,16°36'15.97"E
10418;8040;8;Brno - Staré Brno, Hybešova 263/23, bytový dùm, ex 1219x;49°11'20.70"N,16°36'15.97"E
10419;8040;15;Brno - Staré Brno, Hybešova 263/23, bytový dùm, ex 1219x;49°11'20.70"N,16°36'15.97"E
10424;8030;784;Brno - Královo Pole, Chodská 2828/19h, panelák, ex 1179x;49°13'03.93"N,16°35'32.94"E
10425;8030;790;Brno - Královo Pole, Chodská 2828/19h, panelák, ex 1179x;49°13'03.93"N,16°35'32.94"E
10426;8030;778;Brno - Královo Pole, Chodská 2828/19h, panelák, ex 1179x;49°13'03.93"N,16°35'32.94"E
10427;8050;779;Brno - Ivanovice, pøíhradový stožár nad R43, ex 1091x (+GSM)(+TMO);49°16'01.05"N,16°34'36.98"E
10428;8050;819;Brno - Ivanovice, pøíhradový stožár nad R43, ex 1091x (+GSM)(+TMO);49°16'01.05"N,16°34'36.98"E
10429;8050;817;Brno - Ivanovice, pøíhradový stožár nad R43, ex 1091x (+GSM)(+TMO);49°16'01.05"N,16°34'36.98"E
10434;8050;16;Brno - Ivanovice, pøíhradový stožár nad R43, ex 1091x (+DCS)(+TMO);49°16'01.05"N,16°34'36.98"E
10435;8050;5;Brno - Ivanovice, pøíhradový stožár nad R43, ex 1091x (+DCS)(+TMO);49°16'01.05"N,16°34'36.98"E
10436;8050;10;Brno - Ivanovice, pøíhradový stožár nad R43, ex 1091x (+DCS)(+TMO);49°16'01.05"N,16°34'36.98"E
10437;8050;795;Brno - Medlánky, Jabloòová 324/2, panelák, ex 1336x (+GSM);49°14'29.51"N,16°34'37.65"E
10438;8050;779;Brno - Medlánky, Jabloòová 324/2, panelák, ex 1336x (+GSM);49°14'29.51"N,16°34'37.65"E
10439;8050;823;Brno - Medlánky, Jabloòová 324/2, panelák, ex 1336x (+GSM);49°14'29.51"N,16°34'37.65"E
10444;8050;21;Brno - Medlánky, Jabloòová 324/2, panelák, ex 1336x (+DCS);49°14'29.51"N,16°34'37.65"E
10447;8040;826;Brno, Masarykova 444/1, ex 1216x (+GSM);49°11'37.55"N,16°36'33.67"E
10448;8040;794;Brno, Masarykova 444/1, ex 1216x (+GSM);49°11'37.55"N,16°36'33.67"E
10449;8040;776;Brno, Masarykova 444/1, ex 1216x (+GSM);49°11'37.55"N,16°36'33.67"E
10454;8040;20;Brno, Masarykova 444/1, ex 1216x (+DCS);49°11'37.55"N,16°36'33.67"E
10455;8040;4;Brno, Masarykova 444/1, ex 1216x (+DCS);49°11'37.55"N,16°36'33.67"E
10456;8040;8;Brno, Masarykova 444/1, ex 1216x (+DCS);49°11'37.55"N,16°36'33.67"E
10457;8040;816;Brno - Veveøí, Jaselská 194/11, bytový dùm, ex 1169x;49°11'54.42"N,16°36'02.39"E
10458;8040;824;Brno - Veveøí, Jaselská 194/11, bytový dùm, ex 1169x;49°11'54.42"N,16°36'02.39"E
10459;8040;1800;Brno - Veveøí, Jaselská 194/11, bytový dùm, ex 1169x;49°11'54.42"N,16°36'02.39"E
10464;8050;783;Brno - Chrlice, Jana Broskvy 388/3, budova ZŠ, ex 1212x (+O2);49°08'04.88"N,16°39'21.04"E
